datetime,open,high,low,close,volume
2024-08-11T00:00:00+00:00,5341.7,5354,5328.98,5348.98,10281
2024-08-12T00:00:00+00:00,5348.98,5375.28,5326.65,5352,211172
2024-08-13T00:00:00+00:00,5352,5440.56,5346.99,5437.07,148137
2024-08-14T00:00:00+00:00,5437.07,5467.13,5418.36,5453.37,166000
2024-08-15T00:00:00+00:00,5453.37,5556.8,5450.610000000001,5552.54,122120
2024-08-16T00:00:00+00:00,5552.54,5565.74,5514.79,5558.89,120252.17527000088
2024-08-18T00:00:00+00:00,5558.89,5573.45,5558.89,5565.19,5596
2024-08-19T00:00:00+00:00,5565.19,5613.09,5545.2,5609.07,92121
2024-08-20T00:00:00+00:00,5609.07,5623.87,5588.35,5600.77,84976
2024-08-21T00:00:00+00:00,5600.77,5636.07,5594.57,5626.44,111494
2024-08-22T00:00:00+00:00,5626.44,5646.39,5564.5,5587.12,141784
2024-08-23T00:00:00+00:00,5587.12,5644.42,5585.12,5635.37,160644
2024-08-25T00:00:00+00:00,5635.37,5643.63,5624.86,5630.86,5581
2024-08-26T00:00:00+00:00,5630.86,5653.6900000000005,5604.67,5617.29,123906
2024-08-27T00:00:00+00:00,5617.29,5634.59,5596.820000000001,5621.6,112916
2024-08-28T00:00:00+00:00,5621.6,5636.35,5547.92,5558.54,164272
2024-08-29T00:00:00+00:00,5558.54,5650.360000000001,5558.29,5601.59,224533
2024-08-30T00:00:00+00:00,5601.59,5651.64,5581.01,5644.93,148165
2024-09-01T00:00:00+00:00,5644.93,5649.11,5640.85,5641.6,2505
2024-09-02T00:00:00+00:00,5641.6,5657.13,5626.84,5641.63,31112.603529383367
2024-09-03T00:00:00+00:00,5641.63,5653.89,5504.69,5521.3,194252
2024-09-04T00:00:00+00:00,5521.3,5553.6,5495.65,5512.75,242606
2024-09-05T00:00:00+00:00,5512.75,5546.55,5479.51,5499.84,205573
2024-09-06T00:00:00+00:00,5499.84,5522.28,5388.72,5390.2,280357
2024-09-08T00:00:00+00:00,5390.2,5413.48,5390.2,5410.97,8734
2024-09-09T00:00:00+00:00,5410.97,5486.03,5410.21,5480.23,140269
2024-09-10T00:00:00+00:00,5480.23,5499.53,5442.02,5491.94,156227
2024-09-11T00:00:00+00:00,5491.94,5561.999999999999,5406.719999999999,5552.009999999999,233306
2024-09-12T00:00:00+00:00,5552.009999999999,5604.1799999999985,5535.539999999999,5601.189999999999,212080
2024-09-13T00:00:00+00:00,5601.189999999999,5636.999999999998,5594.959999999998,5623.16,133658
2024-09-15T00:00:00+00:00,5623.16,5630.47,5618.95,5629.47,3960
2024-09-16T00:00:00+00:00,5629.47,5638.02,5605.76,5632.43,175592
2024-09-17T00:00:00+00:00,5632.43,5673.21,5614.94,5642.7,270232.2780823058
2024-09-18T00:00:00+00:00,5642.7,5694.36,5615.96,5658.08,362011
2024-09-19T00:00:00+00:00,5658.08,5736.39,5638.32,5721.03,292341
2024-09-20T00:00:00+00:00,5721.03,5726.1,5684.33,5709.44,124082
2024-09-22T00:00:00+00:00,5709.44,5720.820000000001,5708.82,5720.070000000001,2770
2024-09-23T00:00:00+00:00,5720.070000000001,5737.620000000001,5698.320000000001,5726.7,121066.34929866575
2024-09-24T00:00:00+00:00,5726.7,5748.85,5708.73,5746.72,114563
2024-09-25T00:00:00+00:00,5746.72,5752.78,5722.76,5744.01,97160
2024-09-26T00:00:00+00:00,5744.01,5785.16,5733.6900000000005,5760.8,121210
2024-09-27T00:00:00+00:00,5760.8,5777.1,5737.610000000001,5743.14,114531
2024-09-29T00:00:00+00:00,5743.14,5758.91,5736.39,5757.28,4056
2024-09-30T00:00:00+00:00,5757.28,5777.45,5713.46,5765.25,127755
2024-10-01T00:00:00+00:00,5765.25,5779.26,5690.04,5708.8,193243
2024-10-02T00:00:00+00:00,5708.8,5731.56,5682.58,5728.06,144396
2024-10-03T00:00:00+00:00,5728.06,5728.62,5684.58,5707.37,169508
2024-10-04T00:00:00+00:00,5707.37,5762.94,5700.12,5754.47,148357
2024-10-06T00:00:00+00:00,5754.47,5767.32,5754.47,5761.56,4467
2024-10-07T00:00:00+00:00,5761.56,5765.32,5685.8,5704.78,124148
2024-10-08T00:00:00+00:00,5704.78,5767.1,5696.78,5756.11,109989.25094404395
2024-10-09T00:00:00+00:00,5756.11,5807.19,5741.619999999999,5798.7699999999995,80272
2024-10-10T00:00:00+00:00,5798.7699999999995,5803.329999999999,5771.529999999999,5796.109999999999,103130
2024-10-11T00:00:00+00:00,5796.109999999999,5828.669999999999,5776.5999999999985,5815.38,72819
2024-10-13T00:00:00+00:00,5815.38,5822.93,5814.91,5818.16,2463
2024-10-14T00:00:00+00:00,5818.16,5880.960000000001,5812.91,5875.290000000001,57731
2024-10-15T00:00:00+00:00,5875.290000000001,5877.660000000001,5812.070000000001,5826.82,89020
2024-10-16T00:00:00+00:00,5826.82,5856.8899999999985,5817.149999999999,5842.97,70388.43606799704
2024-10-17T00:00:00+00:00,5842.97,5891.63,5835.34,5856.740000000001,101056
2024-10-18T00:00:00+00:00,5856.740000000001,5880.31,5841.38,5873.33,65847
2024-10-20T00:00:00+00:00,5873.33,5882.65,5873.33,5880.499999999999,2345
2024-10-21T00:00:00+00:00,5880.499999999999,5881.65,5832.179999999999,5863.589999999999,80601
2024-10-22T00:00:00+00:00,5863.589999999999,5872.159999999999,5828.86,5858.709999999999,85792.66556603773
2024-10-23T00:00:00+00:00,5858.709999999999,5862.739999999998,5770.039999999998,5812.689999999998,97627
2024-10-24T00:00:00+00:00,5812.689999999998,5839.799999999997,5792.739999999998,5821.4699999999975,99068
2024-10-25T00:00:00+00:00,5821.4699999999975,5871.529999999998,5806.029999999998,5810.69,88100.25411334552
2024-10-27T00:00:00+00:00,5810.69,5847.52,5810.69,5843.25,4671
2024-10-28T00:00:00+00:00,5843.25,5857.02,5831.94,5834.7,98091
2024-10-29T00:00:00+00:00,5834.7,5861.37,5810.74,5858.48,110548
2024-10-30T00:00:00+00:00,5858.48,5866.99,5805.9,5806.15,117257
2024-10-31T00:00:00+00:00,5806.15,5812.42,5707.679999999999,5718.33,143508
2024-11-01T00:00:00+00:00,5718.33,5779.26,5707.95,5736.45,133857
2024-11-03T00:00:00+00:00,5736.45,5736.45,5717.93,5727.67,5448
2024-11-04T00:00:00+00:00,5727.67,5754.18,5701.96,5721.48,119023
2024-11-05T00:00:00+00:00,5721.48,5803.06,5713.71,5794.540000000001,104089
2024-11-06T00:00:00+00:00,5794.540000000001,5945.610000000001,5794.06,5935.530000000001,267239
2024-11-07T00:00:00+00:00,5935.530000000001,5991.6,5929.780000000001,5985.130000000001,110244
2024-11-08T00:00:00+00:00,5985.130000000001,6018.200000000001,5968.150000000001,6002.64,79063
2024-11-10T00:00:00+00:00,6002.64,6018.76,6002.64,6017.78,2793
2024-11-11T00:00:00+00:00,6017.78,6034.02,5994.33,6008.91,70933
2024-11-12T00:00:00+00:00,6008.91,6017.740000000001,5968.22,5989.93,95769
2024-11-13T00:00:00+00:00,5989.93,6017,5973.7300000000005,6002.05,126773
2024-11-14T00:00:00+00:00,6002.05,6007.05,5946.280000000001,5949.110000000001,125290
2024-11-15T00:00:00+00:00,5949.110000000001,5949.870000000001,5858.92,5880.94,137213
2024-11-17T00:00:00+00:00,5880.94,5887.68,5875.05,5887.55,3818
2024-11-18T00:00:00+00:00,5887.55,5916.12,5869.69,5900.28,109399
2024-11-19T00:00:00+00:00,5900.28,5930.97,5838.52,5929.24,163534
2024-11-20T00:00:00+00:00,5929.24,5941.88,5864.43,5924.04,157169
2024-11-21T00:00:00+00:00,5924.04,5969.1,5889.03,5948.41,230561
2024-11-22T00:00:00+00:00,5948.41,5977.73,5925.17,5974.67,156609
2024-11-24T00:00:00+00:00,5974.67,5997.32,5974.67,5995.31,2359
2024-11-25T00:00:00+00:00,5995.31,6026.37,5968.85,5980.89,114940
2024-11-26T00:00:00+00:00,5980.89,6030.68,5963.13,6027.39,118871
2024-11-27T00:00:00+00:00,6027.39,6033.64,5987.69,6008.3,96225
2024-11-28T00:00:00+00:00,6008.3,6020.3,6006.78,6017.83,15697.610383073787
2024-11-29T00:00:00+00:00,6017.83,6048.02,6006.2,6028.58,55869.003216373596
2024-12-01T00:00:00+00:00,6039.62,6043.97,6033.71,6035.09,2822
2024-12-02T00:00:00+00:00,6035.09,6058.03,6025.46,6053.5599999999995,66986
2024-12-03T00:00:00+00:00,6053.5599999999995,6060.82,6037.89,6060.21,59197
2024-12-04T00:00:00+00:00,6060.21,6093.539999999999,6055.96,6085.829999999999,54409
2024-12-05T00:00:00+00:00,6085.829999999999,6098.61,6071.179999999999,6076.1799999999985,52226
2024-12-06T00:00:00+00:00,6076.1799999999985,6102.21,6069.18,6087.27,62414
2024-12-08T00:00:00+00:00,6087.27,6095.65,6087.27,6094.15,1939
2024-12-09T00:00:00+00:00,6094.15,6097.890000000001,6052.370000000002,6054.810000000001,60959
2024-12-10T00:00:00+00:00,6054.810000000001,6068.88,6033.11,6045.8099999999995,50874
2024-12-11T00:00:00+00:00,6045.8099999999995,6097.379999999998,6040.559999999998,6082.279999999998,49047
2024-12-12T00:00:00+00:00,6082.279999999998,6083.609999999998,6051.539999999998,6061.589999999998,68504
2024-12-13T00:00:00+00:00,6061.589999999998,6081.619999999998,6037.779999999998,6044.29,73564
2024-12-15T00:00:00+00:00,6044.29,6055.18,6044.29,6053.43,1513
2024-12-16T00:00:00+00:00,6053.43,6087.740000000001,6052.66,6071.18,106508
2024-12-17T00:00:00+00:00,6071.18,6076.820000000001,6038.31,6048.330000000001,154003
2024-12-18T00:00:00+00:00,6048.330000000001,6071.729999999999,5837.159999999999,5873.589999999999,418322.37421246036
2024-12-19T00:00:00+00:00,5873.589999999999,5935.639999999999,5863.079999999999,5871.279999999999,563465
2024-12-20T00:00:00+00:00,5871.279999999999,5987.589999999999,5803.019999999999,5931.92,301189
2024-12-22T00:00:00+00:00,5931.92,5966.32,5931.92,5961.44,5775
2024-12-23T00:00:00+00:00,5961.44,5984.07,5905.6,5977.44,198566
2024-12-24T00:00:00+00:00,5977.44,6041.11,5971.55,6040.61,61954
2024-12-26T00:00:00+00:00,6053.619999999999,6071.839999999988,6027.579999999988,6061.039999999988,134048.53422844497
2024-12-27T00:00:00+00:00,6061.039999999988,6061.039999999988,5948.839999999988,5972.16,185872
2024-12-29T00:00:00+00:00,5972.16,5982.18,5963.8,5971.05,3140
2024-12-30T00:00:00+00:00,5971.05,5973.81,5864.86,5900.94,199163
2024-12-31T00:00:00+00:00,5900.94,5931.09,5865.12,5893.199999999988,176365.92059935356
2025-01-02T00:00:00+00:00,5900.619999999999,5983.160000000007,5862.940000000007,5903.780000000007,371329.2795106546
2025-01-03T00:00:00+00:00,5903.780000000007,5985.450000000008,5902.150000000007,5935.92,153971
2025-01-05T00:00:00+00:00,5935.92,5948.59,5935.92,5943.57,2743
2025-01-06T00:00:00+00:00,5943.57,6020.87,5933.32,5979.36,171485.80101073912
2025-01-07T00:00:00+00:00,5979.36,5999.18,5888.91,5913.86,249774
2025-01-08T00:00:00+00:00,5913.86,5930.63,5872.91,5906.62,277262
2025-01-09T00:00:00+00:00,5906.62,5914.38,5882.280000000001,5886.52,43744.10064234522
2025-01-10T00:00:00+00:00,5886.52,5915.04,5801.570000000001,5818.21,307041
2025-01-12T00:00:00+00:00,5818.21,5826.98,5807.71,5819.46,7385
2025-01-13T00:00:00+00:00,5819.46,5862.12,5768.84,5853.37,321374
2025-01-14T00:00:00+00:00,5853.37,5879.38,5803.43,5848.26,283212
2025-01-15T00:00:00+00:00,5848.26,5962.299999999999,5840.74,5956.249999999999,177344.46208110222
2025-01-16T00:00:00+00:00,5956.249999999999,5979.749999999999,5924.099999999999,5937.99,227671.16537342386
2025-01-17T00:00:00+00:00,5937.99,6015.299999999999,5935.73,5996.01,164556
2025-01-19T00:00:00+00:00,5996.01,6005.47,5987.21,5990.58,3901
2025-01-20T00:00:00+00:00,5990.58,6045.250000000001,5984.990000000001,6036.82,87180.44800354104
2025-01-21T00:00:00+00:00,6036.82,6069.71,5963.34,6067.19,206765
2025-01-22T00:00:00+00:00,6067.19,6106.25,6066.07,6087.94,103017.24502116456
2025-01-23T00:00:00+00:00,6087.94,6126.009999999999,6073.69,6120.03,87830.33869535512
2025-01-24T00:00:00+00:00,6120.03,6134.59,6094.57,6101.85,108863.1017964072
2025-01-26T00:00:00+00:00,6101.85,6101.85,6073.03,6077.28,6637
2025-01-27T00:00:00+00:00,6077.28,6077.8,5922.05,6027.86,398853
2025-01-28T00:00:00+00:00,6027.86,6080.66,5998.91,6063.27,212705
2025-01-29T00:00:00+00:00,6063.27,6087,6017.8,6045.08,286669
2025-01-30T00:00:00+00:00,6045.08,6092.9,6033.13,6085.78,226058
2025-01-31T00:00:00+00:00,6085.78,6124.46,6034.4,6039.17,228674
2025-02-02T00:00:00+00:00,6039.17,6039.17,5920.65,5946.4,24243
2025-02-03T00:00:00+00:00,5946.4,6048.2,5914.38,6036.35,397276
2025-02-04T00:00:00+00:00,6036.35,6048.4,5966.58,6022.03,197017
2025-02-05T00:00:00+00:00,6022.03,6072.03,6000.03,6070.68,141840
2025-02-06T00:00:00+00:00,6070.68,6088.74,6050.34,6080.849999999999,117751.69012133185
2025-02-07T00:00:00+00:00,6080.849999999999,6103.92,6021.93,6031.63,227947.37237464538
2025-02-09T00:00:00+00:00,6031.63,6043.31,5996.44,6042.05,8193
2025-02-10T00:00:00+00:00,6042.05,6077.98,6039.69,6059.5599999999995,99965.19946517852
2025-02-11T00:00:00+00:00,6059.5599999999995,6080.86,6040.049999999999,6074.919999999999,108094.45358370802
2025-02-12T00:00:00+00:00,6074.919999999999,6079.429999999999,6003.41,6067.36,163846.30924901692
2025-02-13T00:00:00+00:00,6067.36,6120.919999999999,6036.349999999999,6115.879999999999,161979.13047819046
2025-02-14T00:00:00+00:00,6115.879999999999,6129.16,6103.639999999999,6112.92,82419.90509992142
2025-02-16T00:00:00+00:00,6112.92,6123.25,6112.92,6119.39,2029
2025-02-17T00:00:00+00:00,6119.39,6132.410000000001,6117.62,6124.509999999999,20895.370961182438
2025-02-18T00:00:00+00:00,6124.509999999999,6139.980000000001,6100.510000000002,6132.510000000002,90892.63571837227
2025-02-19T00:00:00+00:00,6132.510000000002,6149.5700000000015,6112.440000000001,6138.1100000000015,84716.52858363005
2025-02-20T00:00:00+00:00,6138.1100000000015,6140.350000000001,6085.630000000002,6120.770000000001,117872.23911626605
2025-02-21T00:00:00+00:00,6120.770000000001,6125.770000000001,6008.050000000002,6016.72,157537.323509712
2025-02-23T00:00:00+00:00,6016.72,6040.53,6016.72,6038.27,4636
2025-02-24T00:00:00+00:00,6038.27,6055.54,5982.59,5988.05,173165.52040816325
2025-02-25T00:00:00+00:00,5988.05,6004.81,5913.1,5975.26,245187
2025-02-26T00:00:00+00:00,5975.26,6013.05,5935.03,5968.32,210542.67849686847
2025-02-27T00:00:00+00:00,5968.32,6004.33,5863.11,5877.75,316208.0634254401
2025-02-28T00:00:00+00:00,5877.75,5961.31,5838.26,5948.1,325968
2025-03-02T00:00:00+00:00,5948.1,5975.84,5948.1,5965.84,7716
2025-03-03T00:00:00+00:00,5965.84,5992.11,5813.39,5862.8,503923
2025-03-04T00:00:00+00:00,5862.8,5876.57,5736.59,5826.95,600765
2025-03-05T00:00:00+00:00,5826.95,5862.61,5743.86,5838.61,513735.34820341645
2025-03-06T00:00:00+00:00,5838.61,5843.38,5713.66,5758.56,467585
2025-03-07T00:00:00+00:00,5758.56,5784.85,5666.85,5765.57,544859
2025-03-09T00:00:00+00:00,5765.57,5765.57,5705.05,5728.05,22606
2025-03-10T00:00:00+00:00,5728.05,5751.83,5566.35,5597.67,489317
2025-03-11T00:00:00+00:00,5597.67,5646.92,5530.22,5589.51,615334
2025-03-12T00:00:00+00:00,5589.51,5670.28,5546.56,5616.95,414486
2025-03-13T00:00:00+00:00,5616.95,5619.22,5505.75,5549.06,474731
2025-03-14T00:00:00+00:00,5549.06,5644.87,5543.33,5623.66,317125
2025-03-16T00:00:00+00:00,5623.66,5629.34,5600.08,5606.1,15453
2025-03-17T00:00:00+00:00,5606.1,5704.9,5596.58,5677.49,380539
2025-03-18T00:00:00+00:00,5677.49,5681.01,5598.04,5619.65,422057
2025-03-19T00:00:00+00:00,5619.65,5717.2,5604.89,5694.61,401230
2025-03-20T00:00:00+00:00,5694.61,5712.68,5630.11,5663.92,448357
2025-03-21T00:00:00+00:00,5663.92,5673.18,5600.92,5668.02,277018
2025-03-23T00:00:00+00:00,5668.02,5705.96,5668.02,5704.08,6617
2025-03-24T00:00:00+00:00,5704.08,5777.130000000001,5702.57,5764.11,108748.7051153234
2025-03-25T00:00:00+00:00,5764.11,5788.620000000003,5753.560000000003,5785.540000000003,101603.89717868622
2025-03-26T00:00:00+00:00,5785.540000000003,5789.550000000003,5684.560000000003,5701.300000000003,158268.33236679956
2025-03-27T00:00:00+00:00,5701.300000000003,5733.350000000004,5673.830000000004,5690.540000000004,218940.59375
2025-03-28T00:00:00+00:00,5690.540000000004,5702.2900000000045,5561.94,5563.92,204412.17998700455
2025-03-30T00:00:00+00:00,5563.92,5563.92,5539.05,5551.77,12679
2025-03-31T00:00:00+00:00,5551.77,5631.59,5492.82,5595.53,310143
2025-04-01T00:00:00+00:00,5595.53,5656.03,5560.33,5643.53,363013
2025-04-02T00:00:00+00:00,5643.53,5733.65,5442.77,5473.64,464639
2025-04-03T00:00:00+00:00,5473.64,5526.27,5369.37,5384.35,591433
2025-04-04T00:00:00+00:00,5384.35,5396.87,5035.85,5066.84,1177634
2025-04-06T00:00:00+00:00,5066.84,5066.84,4805.62,4881.26,54832
2025-04-07T00:00:00+00:00,4881.26,5252.31,4809.39,5116.75,1564011
2025-04-08T00:00:00+00:00,5116.75,5272.94,4897.89,4927,1081274
2025-04-09T00:00:00+00:00,4927,5496.75,4843.64,5482.5,1279463
2025-04-10T00:00:00+00:00,5482.5,5485.88,5114.78,5244.99,1179003
2025-04-11T00:00:00+00:00,5244.99,5388.28,5176.63,5369.22,891524
2025-04-13T00:00:00+00:00,5369.22,5445.2,5369.22,5400.94,26656
2025-04-14T00:00:00+00:00,5400.94,5468.95,5362.36,5392.41,560858
2025-04-15T00:00:00+00:00,5392.41,5455.98,5346.76,5357.99,426724
2025-04-16T00:00:00+00:00,5357.99,5396.51,5222.79,5281.14,506992
2025-04-17T00:00:00+00:00,5281.14,5344.13,5258.56,5299.37,532845
2025-04-20T00:00:00+00:00,5299.37,5299.37,5254.1,5267.96,10085
2025-04-21T00:00:00+00:00,5267.96,5278.08,5102.5,5181.75,238016
2025-04-22T00:00:00+00:00,5181.75,5399.97,5174.23,5388.71,335530
2025-04-23T00:00:00+00:00,5388.71,5475.78,5354.21,5388.07,529009
2025-04-24T00:00:00+00:00,5388.07,5517.56,5331.57,5504.37,281090
2025-04-25T00:00:00+00:00,5504.37,5538.37,5456.29,5528.1,328313
2025-04-27T00:00:00+00:00,5528.1,5528.1,5504.72,5508.34,6975
2025-04-28T00:00:00+00:00,5508.34,5556.29,5470.52,5533.32,240160.87839433295
2025-04-29T00:00:00+00:00,5533.32,5575.64,5499.82,5550.01,282916
2025-04-30T00:00:00+00:00,5550.01,5617.9,5433.8,5613.29,420719
2025-05-01T00:00:00+00:00,5613.29,5661.34,5580.32,5590.94,290124
2025-05-02T00:00:00+00:00,5590.94,5703.89,5584.58,5687.18,269259
2025-05-04T00:00:00+00:00,5687.18,5687.18,5651.46,5658.46,9845
2025-05-05T00:00:00+00:00,5658.46,5686.52,5635.46,5647.65,170469
2025-05-06T00:00:00+00:00,5647.65,5671.02,5586.03,5653.67,247315
2025-05-07T00:00:00+00:00,5653.67,5663.4,5578.45,5628.33,402360
2025-05-08T00:00:00+00:00,5628.33,5723.5,5623.69,5661.44,282131
2025-05-09T00:00:00+00:00,5661.44,5694.46,5644.75,5660.54,232029
2025-05-11T00:00:00+00:00,5660.54,5751.13,5660.54,5729.11,17630
2025-05-12T00:00:00+00:00,5729.11,5859.509999999997,5727.1,5839.6299999999965,268856.9194860394
2025-05-13T00:00:00+00:00,5839.6299999999965,5909.759999999997,5818.869999999997,5890.869999999997,166755
